alpha,phi,h
0.333333,0.293167,0.791167
0.267857,0.443975,0.645075
0.721429,0.291175,0.956000
0.267857,0.443975,0.645075
0.394285,0.124760,0.651220
0.502381,0.462683,0.919050
0.854286,0.405230,0.604420
0.502381,0.462683,0.919050
0.414285,0.080829,0.599914
0.311111,0.393644,0.775956
0.873016,0.229511,0.743000
0.502381,0.462683,0.919050
0.392857,0.125319,0.828512
0.502381,0.462683,0.919050
0.892857,0.460900,0.349500
0.721429,0.291175,0.956000
0.721429,0.291175,0.956000
0.502381,0.462683,0.919050
0.528571,0.508267,0.746733
0.654762,0.716667,0.846667
0.309524,0.067267,0.841500
0.300000,0.028175,0.528500
0.685715,0.090450,0.848650
0.835714,0.253238,0.618250
0.295238,0.161800,0.989033
0.690476,0.382183,0.816833
0.687755,0.302400,0.528929
0.392857,0.125319,0.828512
0.333333,0.293167,0.791167
0.585714,0.081125,0.848300
0.835714,0.253238,0.618250
0.946429,0.039050,0.950975
0.300000,0.028175,0.528500
0.575000,0.086144,0.721662
0.721429,0.291175,0.956000
0.695918,0.168657,0.921857
0.414285,0.080829,0.599914
0.690476,0.382183,0.816833
0.333333,0.293167,0.791167
0.380953,0.168400,0.836933
0.857143,0.250475,0.878025
0.502381,0.462683,0.919050
0.528571,0.508267,0.746733
0.590476,0.170600,0.547267
0.835714,0.253238,0.618250
0.380953,0.168400,0.836933
0.654762,0.716667,0.846667
0.575000,0.086144,0.721662
0.873016,0.229511,0.743000
0.502381,0.462683,0.919050
0.654762,0.716667,0.846667
0.721429,0.291175,0.956000
0.575000,0.086144,0.721662
0.592857,0.322167,0.808183
0.685714,0.293800,0.672733
0.873016,0.229511,0.743000
0.687755,0.302400,0.528929
0.575000,0.086144,0.721662
0.690476,0.382183,0.816833
0.590476,0.170600,0.547267
0.905714,0.440470,0.398780
0.685715,0.240775,0.876725
0.857143,0.008600,0.988600
0.392857,0.125319,0.828512
0.687755,0.302400,0.528929
0.690476,0.382183,0.816833
0.833334,0.402350,0.584833
0.490476,0.848067,0.972617
0.502381,0.462683,0.919050
0.394285,0.124760,0.651220
0.071429,0.424700,0.700800
0.685714,0.293800,0.672733
0.721429,0.291175,0.956000
0.502381,0.462683,0.919050
0.690476,0.382183,0.816833
0.690476,0.382183,0.816833
0.721429,0.291175,0.956000
0.267857,0.443975,0.645075
0.575000,0.086144,0.721662
0.602857,0.036400,0.937200
0.392857,0.125319,0.828512
0.394285,0.124760,0.651220
0.685714,0.293800,0.672733
0.857143,0.250475,0.878025
0.685714,0.293800,0.672733
0.654762,0.716667,0.846667
0.387302,0.683289,0.667600
0.590476,0.170600,0.547267
0.835714,0.253238,0.618250
0.387302,0.683289,0.667600
0.453571,0.390663,0.228875
0.528571,0.508267,0.746733
0.590476,0.170600,0.547267
0.300000,0.028175,0.528500
0.311111,0.393644,0.775956
0.502381,0.462683,0.919050
0.590476,0.170600,0.547267
0.575000,0.086144,0.721662
0.150000,0.305967,0.769567
0.690476,0.382183,0.816833
0.267857,0.443975,0.645075
0.575000,0.086144,0.721662
0.071429,0.424700,0.700800
0.690476,0.382183,0.816833
0.502381,0.462683,0.919050
0.857143,0.250475,0.878025
0.690476,0.382183,0.816833
0.528571,0.508267,0.746733
0.295238,0.161800,0.989033
0.721429,0.291175,0.956000
0.575000,0.086144,0.721662
0.296429,0.334987,0.301725
0.857143,0.250475,0.878025
0.873016,0.229511,0.743000
0.502381,0.462683,0.919050
0.942857,0.364550,0.595867
0.071429,0.424700,0.700800
0.678571,0.720517,0.618650
0.942857,0.364550,0.595867
0.690476,0.382183,0.816833
0.502381,0.462683,0.919050
0.528571,0.508267,0.746733
0.558929,0.066144,0.670288
0.502381,0.462683,0.919050
0.654762,0.716667,0.846667
0.267857,0.443975,0.645075
0.857143,0.008600,0.988600
0.690476,0.382183,0.816833
0.685714,0.293800,0.672733
0.311111,0.393644,0.775956
0.766667,0.545183,0.293367
0.528571,0.508267,0.746733
0.385714,0.072313,0.882425
0.502381,0.462683,0.919050
0.807142,0.505025,0.754800
0.267857,0.443975,0.645075
0.835714,0.253238,0.618250
0.685714,0.293800,0.672733
0.690476,0.382183,0.816833
0.311111,0.393644,0.775956
0.667857,0.750638,0.720875
0.502381,0.462683,0.919050
0.374286,0.339570,0.892980
0.666667,0.435617,0.869600
0.857143,0.008600,0.988600
0.528571,0.508267,0.746733
0.457143,0.289875,0.710000
0.267857,0.443975,0.645075
0.394285,0.124760,0.651220
0.387302,0.683289,0.667600
0.392857,0.142738,0.830475
0.392857,0.125319,0.828512
0.502381,0.462683,0.919050
0.150000,0.305967,0.769567
0.873016,0.229511,0.743000
0.392857,0.125319,0.828512
0.766667,0.545183,0.293367
0.465306,0.338779,0.552714
0.380953,0.168400,0.836933
0.690476,0.382183,0.816833
0.690476,0.382183,0.816833
0.078572,0.217388,0.883575
0.854286,0.405230,0.604420
0.690476,0.382183,0.816833
0.690476,0.382183,0.816833
0.414285,0.080829,0.599914
0.602381,0.251050,0.633783
0.392857,0.125319,0.828512
0.502381,0.462683,0.919050
0.392857,0.125319,0.828512
0.387302,0.683289,0.667600
0.690476,0.382183,0.816833
0.654762,0.716667,0.846667
0.502381,0.462683,0.919050
0.690476,0.382183,0.816833
0.687755,0.302400,0.528929
0.575000,0.086144,0.721662
0.528571,0.508267,0.746733
0.471429,0.081150,0.345000
0.833334,0.402350,0.584833
0.442857,0.703100,0.682460
0.311111,0.393644,0.775956
0.695918,0.168657,0.921857
0.267857,0.443975,0.645075
0.857143,0.250475,0.878025
0.502381,0.462683,0.919050
0.528571,0.508267,0.746733
0.528571,0.508267,0.746733
0.690476,0.382183,0.816833
0.502381,0.462683,0.919050
0.392857,0.142738,0.830475
0.465306,0.338779,0.552714
0.502381,0.462683,0.919050
0.721429,0.291175,0.956000
0.392857,0.125319,0.828512
0.690476,0.382183,0.816833
0.685715,0.090450,0.848650
0.387302,0.683289,0.667600
0.575000,0.086144,0.721662
0.267857,0.443975,0.645075
0.414285,0.080829,0.599914
0.575000,0.086144,0.721662
0.766667,0.545183,0.293367
0.766667,0.545183,0.293367
0.766667,0.545183,0.293367
0.267857,0.443975,0.645075
0.721429,0.291175,0.956000
0.654762,0.716667,0.846667
0.392857,0.125319,0.828512
0.687755,0.302400,0.528929
0.807142,0.505025,0.754800
0.502381,0.462683,0.919050
0.690476,0.382183,0.816833
0.457143,0.413683,0.287900
0.528571,0.508267,0.746733
0.854286,0.405230,0.604420
0.685715,0.090450,0.848650
0.267857,0.443975,0.645075
0.528571,0.508267,0.746733
0.528571,0.508267,0.746733
0.047619,0.105100,0.628333
0.685715,0.090450,0.848650
0.528571,0.508267,0.746733
0.835714,0.253238,0.618250
0.419048,0.213300,0.476433
0.721429,0.291175,0.956000
0.502381,0.462683,0.919050
0.128571,0.096908,0.695167
0.690476,0.382183,0.816833
0.632143,0.567063,0.803900
0.273469,0.236993,0.865886
0.502381,0.462683,0.919050
0.471429,0.081150,0.345000
0.392857,0.125319,0.828512
0.685714,0.293800,0.672733
0.575000,0.086144,0.721662
0.685715,0.090450,0.848650
0.502381,0.462683,0.919050
0.590476,0.170600,0.547267
0.695918,0.168657,0.921857
0.267857,0.443975,0.645075
0.267857,0.443975,0.645075
0.392857,0.125319,0.828512
0.502381,0.462683,0.919050
0.528571,0.508267,0.746733
0.685715,0.090450,0.848650
0.528571,0.508267,0.746733
0.502381,0.462683,0.919050
0.300000,0.028175,0.528500
0.392857,0.125319,0.828512
0.502381,0.462683,0.919050
0.690476,0.382183,0.816833
0.590476,0.170600,0.547267
0.690476,0.382183,0.816833
0.296429,0.334987,0.301725
0.695918,0.168657,0.921857
0.654762,0.716667,0.846667
0.267857,0.443975,0.645075
0.078572,0.217388,0.883575
0.502381,0.462683,0.919050
0.592857,0.322167,0.808183
0.835714,0.253238,0.618250
0.695918,0.168657,0.921857
0.392857,0.125319,0.828512
0.857143,0.250475,0.878025
0.387302,0.683289,0.667600
0.833334,0.402350,0.584833
0.690476,0.382183,0.816833
0.414285,0.080829,0.599914
0.414285,0.080829,0.599914
0.528571,0.508267,0.746733
0.690476,0.382183,0.816833
0.191072,0.067181,0.621900
0.685715,0.090450,0.848650
0.857143,0.250475,0.878025
0.597619,0.099208,0.929017
0.823809,0.336917,0.577367
0.721429,0.291175,0.956000
0.873016,0.229511,0.743000
0.389286,0.275112,0.845975
0.459524,0.357217,0.849183
0.502381,0.462683,0.919050
0.385714,0.072313,0.882425
0.502381,0.462683,0.919050
0.685714,0.293800,0.672733
0.575000,0.086144,0.721662
0.528571,0.508267,0.746733
0.267857,0.443975,0.645075
0.528571,0.508267,0.746733
0.671429,0.055450,0.240050
0.575000,0.086144,0.721662
0.590476,0.170600,0.547267
0.575000,0.086144,0.721662
0.374286,0.339570,0.892980
0.602381,0.251050,0.633783
0.721429,0.291175,0.956000
0.687755,0.302400,0.528929
0.114285,0.649875,0.903900
0.685715,0.090450,0.848650
0.685714,0.293800,0.672733
0.300000,0.028175,0.528500
0.502381,0.462683,0.919050
0.602381,0.251050,0.633783
0.502381,0.462683,0.919050
0.575000,0.086144,0.721662
0.905714,0.440470,0.398780
0.632143,0.567063,0.803900
0.575000,0.086144,0.721662
0.392857,0.125319,0.828512
0.687755,0.302400,0.528929
0.597619,0.099208,0.929017
0.414285,0.080829,0.599914
0.392857,0.125319,0.828512
0.654762,0.716667,0.846667
0.342857,0.274275,0.750500
0.267857,0.443975,0.645075
0.342857,0.274275,0.750500
0.392857,0.125319,0.828512
0.392857,0.125319,0.828512
0.835714,0.253238,0.618250
0.766667,0.545183,0.293367
0.547619,0.418350,0.766467
0.575000,0.086144,0.721662
0.690476,0.382183,0.816833
0.575000,0.086144,0.721662
0.502381,0.462683,0.919050
0.050000,0.818425,0.765100
0.047619,0.105100,0.628333
0.392857,0.125319,0.828512
0.333333,0.293167,0.791167
0.502381,0.462683,0.919050
0.604762,0.314333,0.959944
0.857143,0.250475,0.878025
0.459524,0.357217,0.849183
0.793651,0.186750,0.725489
0.435715,0.077100,0.884950
0.573469,0.038179,0.826814
0.435715,0.077100,0.884950
0.962857,0.210900,0.767020
0.962857,0.210900,0.767020
0.793651,0.186750,0.725489
0.273470,0.273014,0.727729
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.014286,0.142750,0.953900
0.185715,0.240100,0.970267
0.811905,0.293450,0.851733
0.588095,0.488733,0.728450
0.014286,0.142750,0.953900
0.920000,0.344610,0.536740
0.761905,0.184800,0.564867
0.780000,0.540640,0.367700
0.904082,0.492586,0.756186
0.432142,0.179863,0.840075
0.588095,0.488733,0.728450
0.761905,0.184800,0.564867
0.526191,0.946750,0.964933
0.014286,0.142750,0.953900
0.390476,0.387061,0.758967
0.014286,0.142750,0.953900
0.523810,0.303950,0.725767
0.760000,0.149380,0.950760
0.185715,0.240100,0.970267
0.588095,0.488733,0.728450
0.793651,0.186750,0.725489
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.761225,0.574500,0.894829
0.296428,0.095612,0.910050
0.705715,0.744590,0.700960
0.128571,0.585400,0.525400
0.014286,0.142750,0.953900
0.014286,0.142750,0.953900
0.573469,0.038179,0.826814
0.296428,0.095612,0.910050
0.340816,0.164579,0.938257
0.490476,0.808850,0.946400
0.588095,0.488733,0.728450
0.573469,0.038179,0.826814
0.842857,0.150363,0.607825
0.573469,0.038179,0.826814
0.793651,0.186750,0.725489
0.760000,0.149380,0.950760
0.573469,0.038179,0.826814
0.435715,0.077100,0.884950
0.466666,0.036600,0.589067
0.793651,0.186750,0.725489
0.780000,0.540640,0.367700
0.271429,0.304850,0.858133
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.542857,0.523517,0.620583
0.466666,0.036600,0.589067
0.705715,0.744590,0.700960
0.414286,0.404663,0.652700
0.573469,0.038179,0.826814
0.876190,0.869767,0.944633
0.588095,0.488733,0.728450
0.203572,0.070462,0.566750
0.357143,0.400813,0.806900
0.390476,0.387061,0.758967
0.588095,0.488733,0.728450
0.773016,0.318750,0.814067
0.560714,0.521275,0.908225
0.573469,0.038179,0.826814
0.560714,0.521275,0.908225
0.957143,0.370167,0.612367
0.573469,0.038179,0.826814
0.457143,0.134808,0.795667
0.573469,0.038179,0.826814
0.738095,0.534200,0.729133
0.273470,0.273014,0.727729
0.573469,0.038179,0.826814
0.473016,0.253167,0.918689
0.928571,0.804150,0.334450
0.761225,0.574500,0.894829
0.705715,0.744590,0.700960
0.251429,0.075410,0.724160
0.588095,0.488733,0.728450
0.574286,0.698130,0.782460
0.573469,0.038179,0.826814
0.435715,0.077100,0.884950
0.761905,0.184800,0.564867
0.761225,0.574500,0.894829
0.273470,0.273014,0.727729
0.761905,0.184800,0.564867
0.771429,0.092917,0.865400
0.473016,0.253167,0.918689
0.370000,0.306065,0.767760
0.588095,0.488733,0.728450
0.793651,0.186750,0.725489
0.920000,0.344610,0.536740
0.435715,0.077100,0.884950
0.014286,0.142750,0.953900
0.903571,0.380012,0.836250
0.800000,0.417700,0.901775
0.414286,0.404663,0.652700
0.773016,0.318750,0.814067
0.634286,0.088360,0.696140
0.185715,0.240100,0.970267
0.588095,0.488733,0.728450
0.588095,0.488733,0.728450
0.705715,0.744590,0.700960
0.435715,0.077100,0.884950
0.903571,0.380012,0.836250
0.588095,0.488733,0.728450
0.560714,0.521275,0.908225
0.793651,0.186750,0.725489
0.761225,0.574500,0.894829
0.573469,0.038179,0.826814
0.442857,0.199650,0.796400
0.588095,0.488733,0.728450
0.588095,0.488733,0.728450
0.588095,0.488733,0.728450
0.634286,0.088360,0.696140
0.793651,0.186750,0.725489
0.702041,0.065786,0.389757
0.600000,0.837928,0.865111
0.183929,0.023175,0.974787
0.466666,0.036600,0.589067
0.573469,0.038179,0.826814
0.920000,0.344610,0.536740
0.100000,0.264400,0.547800
0.573469,0.038179,0.826814
0.702041,0.065786,0.389757
0.573469,0.038179,0.826814
0.702041,0.065786,0.389757
0.588095,0.488733,0.728450
0.573469,0.038179,0.826814
0.634286,0.088360,0.696140
0.121429,0.068612,0.757800
0.590476,0.082300,0.131200
0.014286,0.142750,0.953900
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.761905,0.184800,0.564867
0.588095,0.488733,0.728450
0.251429,0.075410,0.724160
0.128571,0.585400,0.525400
0.435715,0.077100,0.884950
0.702041,0.065786,0.389757
0.920000,0.344610,0.536740
0.089286,0.088463,0.545975
0.430953,0.863400,0.874750
0.573469,0.038179,0.826814
0.902041,0.485429,0.583914
0.793651,0.186750,0.725489
0.292857,0.244142,0.631233
0.523810,0.303950,0.725767
0.793651,0.186750,0.725489
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.014286,0.142750,0.953900
0.705715,0.744590,0.700960
0.793651,0.186750,0.725489
0.588095,0.488733,0.728450
0.588095,0.488733,0.728450
0.271429,0.304850,0.858133
0.588095,0.488733,0.728450
0.760000,0.149380,0.950760
0.147619,0.336200,0.644933
0.793651,0.186750,0.725489
0.014286,0.142750,0.953900
0.962857,0.210900,0.767020
0.385714,0.330800,0.614300
0.793651,0.186750,0.725489
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.793651,0.186750,0.725489
0.771429,0.092917,0.865400
0.564285,0.080200,0.719150
0.793651,0.186750,0.725489
0.473016,0.253167,0.918689
0.793651,0.186750,0.725489
0.473016,0.253167,0.918689
0.542857,0.523517,0.620583
0.702041,0.065786,0.389757
0.573469,0.038179,0.826814
0.473016,0.253167,0.918689
0.014286,0.142750,0.953900
0.014286,0.142750,0.953900
0.473016,0.253167,0.918689
0.542857,0.523517,0.620583
0.871429,0.108900,0.831850
0.473016,0.253167,0.918689
0.773016,0.318750,0.814067
0.793651,0.186750,0.725489
0.014286,0.142750,0.953900
0.664285,0.063950,0.638700
0.014286,0.142750,0.953900
0.573469,0.038179,0.826814
0.273470,0.273014,0.727729
0.793651,0.186750,0.725489
0.564285,0.080200,0.719150
0.793651,0.186750,0.725489
0.414286,0.404663,0.652700
0.273470,0.273014,0.727729
0.473016,0.253167,0.918689
0.935715,0.350112,0.919650
0.324490,0.203600,0.939414
0.428571,0.047800,0.502400
0.492064,0.736394,0.666667
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.435715,0.077100,0.884950
0.573469,0.038179,0.826814
0.664285,0.063950,0.638700
0.128571,0.585400,0.525400
0.435715,0.077100,0.884950
0.473016,0.253167,0.918689
0.473016,0.253167,0.918689
0.014286,0.142750,0.953900
0.793651,0.186750,0.725489
0.573469,0.038179,0.826814
0.702041,0.065786,0.389757
0.435715,0.077100,0.884950
0.340816,0.164579,0.938257
0.573469,0.038179,0.826814
0.903571,0.380012,0.836250
0.100000,0.264400,0.547800
0.793651,0.186750,0.725489
0.588095,0.488733,0.728450
0.273470,0.273014,0.727729
0.432142,0.179863,0.840075
0.705715,0.744590,0.700960
0.573469,0.038179,0.826814
0.273470,0.273014,0.727729
0.573469,0.038179,0.826814
0.273470,0.273014,0.727729
0.273470,0.273014,0.727729
0.573469,0.038179,0.826814
0.793651,0.186750,0.725489
0.573469,0.038179,0.826814
0.466666,0.036600,0.589067
0.600000,0.837928,0.865111
0.014286,0.142750,0.953900
0.793651,0.186750,0.725489
0.800000,0.417700,0.901775
0.273470,0.273014,0.727729
0.273470,0.273014,0.727729
0.588095,0.488733,0.728450
0.573469,0.038179,0.826814
0.503572,0.412475,0.753500
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.588095,0.488733,0.728450
0.588095,0.488733,0.728450
0.793651,0.186750,0.725489
0.800000,0.117375,0.479700
0.273470,0.273014,0.727729
0.760000,0.149380,0.950760
0.793651,0.186750,0.725489
0.310204,0.880421,0.563729
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.473016,0.253167,0.918689
0.761905,0.184800,0.564867
0.473016,0.253167,0.918689
0.435715,0.077100,0.884950
0.705715,0.744590,0.700960
0.702041,0.065786,0.389757
0.560714,0.521275,0.908225
0.357143,0.400813,0.806900
0.273470,0.273014,0.727729
0.761225,0.574500,0.894829
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.793651,0.186750,0.725489
0.273470,0.273014,0.727729
0.573469,0.038179,0.826814
0.388095,0.521450,0.063033
0.588095,0.488733,0.728450
0.962857,0.210900,0.767020
0.962857,0.210900,0.767020
0.573469,0.038179,0.826814
0.705715,0.744590,0.700960
0.014286,0.142750,0.953900
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.705715,0.744590,0.700960
0.785714,0.519483,0.220800
0.273470,0.273014,0.727729
0.962857,0.210900,0.767020
0.492857,0.144542,0.589150
0.152381,0.269467,0.906400
0.573469,0.038179,0.826814
0.755102,0.514907,0.888729
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.435715,0.077100,0.884950
0.121429,0.068612,0.757800
0.390476,0.387061,0.758967
0.962857,0.210900,0.767020
0.600000,0.837928,0.865111
0.962857,0.210900,0.767020
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.273470,0.273014,0.727729
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.793651,0.186750,0.725489
0.588095,0.488733,0.728450
0.573469,0.038179,0.826814
0.473016,0.253167,0.918689
0.573469,0.038179,0.826814
0.793651,0.186750,0.725489
0.573469,0.038179,0.826814
0.634286,0.088360,0.696140
0.273470,0.273014,0.727729
0.273470,0.273014,0.727729
0.705715,0.744590,0.700960
0.273470,0.273014,0.727729
0.273470,0.273014,0.727729
0.157143,0.368208,0.674667
0.273470,0.273014,0.727729
0.588095,0.488733,0.728450
0.962857,0.210900,0.767020
0.705715,0.744590,0.700960
0.473016,0.253167,0.918689
0.793651,0.186750,0.725489
0.357143,0.400813,0.806900
0.702041,0.065786,0.389757
0.573469,0.038179,0.826814
0.390476,0.387061,0.758967
0.457143,0.134808,0.795667
0.014286,0.142750,0.953900
0.497143,0.113690,0.756100
0.090476,0.019492,0.725117
0.573469,0.038179,0.826814
0.705715,0.744590,0.700960
0.780000,0.540640,0.367700
0.414286,0.404663,0.652700
0.503572,0.412475,0.753500
0.957143,0.370167,0.612367
0.014286,0.142750,0.953900
0.793651,0.186750,0.725489
0.273470,0.273014,0.727729
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.435715,0.077100,0.884950
0.588095,0.488733,0.728450
0.793651,0.186750,0.725489
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.702041,0.065786,0.389757
0.760000,0.149380,0.950760
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.014286,0.142750,0.953900
0.473016,0.253167,0.918689
0.785714,0.519483,0.220800
0.664285,0.063950,0.638700
0.014286,0.142750,0.953900
0.473016,0.253167,0.918689
0.702041,0.065786,0.389757
0.014286,0.142750,0.953900
0.573469,0.038179,0.826814
0.430953,0.863400,0.874750
0.573469,0.038179,0.826814
0.588095,0.488733,0.728450
0.573469,0.038179,0.826814
0.560714,0.506050,0.865700
0.588095,0.488733,0.728450
0.747619,0.298917,0.589367
0.702041,0.065786,0.389757
0.769643,0.596169,0.654175
0.292857,0.244142,0.631233
0.573469,0.038179,0.826814
0.573469,0.038179,0.826814
0.251429,0.075410,0.724160
0.573469,0.038179,0.826814
0.251429,0.075410,0.724160
0.573469,0.038179,0.826814
0.761905,0.184800,0.564867
0.600000,0.105300,0.987300
0.273470,0.273014,0.727729
0.795918,0.578086,0.868286
0.871429,0.108900,0.831850
0.340816,0.164579,0.938257
0.588095,0.488733,0.728450
0.273470,0.273014,0.727729
0.147619,0.336200,0.644933
0.466666,0.036600,0.589067
0.185715,0.240100,0.970267
0.435715,0.077100,0.884950
0.588095,0.488733,0.728450
0.473016,0.253167,0.918689
0.793651,0.186750,0.725489
0.793651,0.186750,0.725489
0.935714,0.351367,0.938117
