alpha,phi,h
0.576190,0.054325,0.736850
0.168571,0.146650,0.672620
0.811429,0.499270,0.781160
0.921428,0.054975,0.808100
0.355102,0.040800,0.592371
0.507143,0.528992,0.523300
0.831428,0.389020,0.729900
0.976191,0.362842,0.614433
0.796429,0.353150,0.597250
0.900000,0.147587,0.873925
0.780000,0.130580,0.949880
0.507143,0.528992,0.523300
0.780000,0.130580,0.949880
0.648571,0.280860,0.851880
0.616667,0.022204,0.907825
0.921428,0.054975,0.808100
0.478571,0.084575,0.421900
0.638095,0.081717,0.848733
0.777143,0.359010,0.767780
0.395238,0.079608,0.847667
0.439286,0.319037,0.741200
0.626531,0.285314,0.010186
0.735715,0.160700,0.929900
0.739286,0.192250,0.679475
0.811429,0.499270,0.781160
0.361905,0.056217,0.674667
0.648571,0.280860,0.851880
0.746429,0.225963,0.771650
0.796429,0.353150,0.597250
0.285714,0.171900,0.863900
0.648571,0.280860,0.851880
0.594286,0.341110,0.590860
0.507143,0.528992,0.523300
0.648571,0.280860,0.851880
0.616667,0.022204,0.907825
0.646429,0.116237,0.909000
0.507143,0.528992,0.523300
0.478571,0.084575,0.421900
0.405714,0.283770,0.654920
0.735715,0.160700,0.929900
0.831428,0.389020,0.729900
0.796429,0.353150,0.597250
0.514285,0.195075,0.871200
0.185714,0.429238,0.653525
0.648571,0.280860,0.851880
0.594286,0.341110,0.590860
0.648571,0.280860,0.851880
0.648571,0.280860,0.851880
0.300000,0.099120,0.827000
0.471429,0.218183,0.847033
0.735715,0.160700,0.929900
0.831428,0.389020,0.729900
0.321429,0.613313,0.660725
0.545714,0.058180,0.841120
0.842857,0.249630,0.838500
0.507143,0.528992,0.523300
0.511429,0.608920,0.753140
0.616667,0.022204,0.907825
0.300000,0.099120,0.827000
0.309524,0.166233,0.958267
0.921428,0.054975,0.808100
0.395238,0.216992,0.204667
0.507143,0.528992,0.523300
0.648571,0.280860,0.851880
0.796429,0.353150,0.597250
0.761905,0.239550,0.634400
0.795918,0.552743,0.653357
0.471429,0.160550,0.871900
0.471429,0.160550,0.871900
0.539286,0.577675,0.430750
0.614286,0.294480,0.742100
0.585714,0.117683,0.740167
0.652381,0.271350,0.829467
0.471429,0.160550,0.871900
0.490476,0.728650,0.675700
0.585714,0.117683,0.740167
0.539286,0.577675,0.430750
0.471429,0.160550,0.871900
0.517857,0.058100,0.947775
0.585714,0.117683,0.740167
0.310204,0.528957,0.840786
0.585714,0.117683,0.740167
0.657143,0.285950,0.274560
0.714286,0.086733,0.858167
0.518367,0.187593,0.846314
0.471429,0.160550,0.871900
0.689796,0.070207,0.439471
0.580952,0.226450,0.773017
0.760000,0.864860,0.697740
0.585714,0.117683,0.740167
0.580952,0.226450,0.773017
0.310204,0.528957,0.840786
0.819048,0.337817,0.708017
0.580952,0.226450,0.773017
0.566667,0.032500,0.850400
0.585714,0.117683,0.740167
0.585714,0.117683,0.740167
0.581633,0.064300,0.759629
0.471429,0.160550,0.871900
0.790476,0.126850,0.864200
0.235714,0.461050,0.660800
0.652381,0.271350,0.829467
0.471429,0.160550,0.871900
0.310204,0.528957,0.840786
0.800000,0.486038,0.518200
0.471429,0.160550,0.871900
0.357143,0.250150,0.894300
0.308572,0.828030,0.640580
0.485714,0.396960,0.884980
0.411904,0.120817,0.703033
0.471429,0.160550,0.871900
0.652381,0.271350,0.829467
0.766667,0.336800,0.528433
0.585714,0.117683,0.740167
0.580952,0.226450,0.773017
0.657143,0.285950,0.274560
0.657143,0.285950,0.274560
0.160000,0.336630,0.712020
0.957143,0.252450,0.409800
0.485714,0.396960,0.884980
0.308572,0.828030,0.640580
0.310204,0.528957,0.840786
0.490476,0.728650,0.675700
0.520000,0.938930,0.668320
0.357143,0.250150,0.894300
0.614286,0.294480,0.742100
0.657143,0.285950,0.274560
0.471429,0.160550,0.871900
0.464286,0.237117,0.879050
0.782857,0.320580,0.714880
0.597143,0.151780,0.624580
0.581633,0.064300,0.759629
0.231429,0.119890,0.533680
0.310204,0.528957,0.840786
0.717143,0.240090,0.906180
0.471429,0.160550,0.871900
0.280952,0.247467,0.685467
0.471429,0.160550,0.871900
0.652381,0.271350,0.829467
0.585714,0.117683,0.740167
0.357143,0.250150,0.894300
0.471429,0.160550,0.871900
0.652381,0.271350,0.829467
0.614286,0.294480,0.742100
0.471429,0.160550,0.871900
0.609524,0.201433,0.967767
0.874603,0.588144,0.726667
0.652381,0.271350,0.829467
0.790476,0.126850,0.864200
0.539286,0.577675,0.430750
0.957143,0.252450,0.409800
0.520000,0.938930,0.668320
0.471429,0.160550,0.871900
0.657143,0.285950,0.274560
0.585714,0.117683,0.740167
0.652381,0.271350,0.829467
0.431429,0.115520,0.850240
0.782857,0.320580,0.714880
0.657143,0.285950,0.274560
0.357143,0.250150,0.894300
0.142857,0.225367,0.757367
0.657143,0.285950,0.274560
0.652381,0.271350,0.829467
0.889286,0.169750,0.972400
0.580952,0.226450,0.773017
0.585714,0.117683,0.740167
0.771428,0.608038,0.707475
0.782857,0.320580,0.714880
0.657143,0.285950,0.274560
0.585714,0.117683,0.740167
0.357143,0.250150,0.894300
0.539286,0.577675,0.430750
0.585714,0.117683,0.740167
0.585714,0.117683,0.740167
0.614286,0.294480,0.742100
0.509524,0.469306,0.759867
0.614286,0.294480,0.742100
0.647619,0.510344,0.969267
0.520000,0.938930,0.668320
0.717143,0.240090,0.906180
0.652381,0.271350,0.829467
0.566667,0.032500,0.850400
0.505714,0.927910,0.685220
0.647619,0.510344,0.969267
0.582143,0.104600,0.761000
0.310204,0.528957,0.840786
0.357143,0.250150,0.894300
0.614286,0.294480,0.742100
0.757143,0.088071,0.562643
0.657143,0.285950,0.274560
0.442857,0.378162,0.961475
0.581633,0.064300,0.759629
0.652381,0.271350,0.829467
0.614286,0.294480,0.742100
0.800000,0.486038,0.518200
0.689796,0.070207,0.439471
0.757143,0.088071,0.562643
0.471429,0.160550,0.871900
0.817143,0.432710,0.736020
0.580952,0.226450,0.773017
0.142857,0.225367,0.757367
0.442857,0.378162,0.961475
0.282857,0.223250,0.780620
0.957143,0.252450,0.409800
0.580952,0.226450,0.773017
0.714286,0.180050,0.694550
0.280952,0.247467,0.685467
0.471429,0.160550,0.871900
0.897959,0.407107,0.391771
0.580952,0.226450,0.773017
0.878571,0.034483,0.944833
0.566667,0.032500,0.850400
0.442857,0.378162,0.961475
0.597143,0.151780,0.624580
0.800000,0.486038,0.518200
0.878571,0.034483,0.944833
0.232143,0.192825,0.879675
0.406122,0.563864,0.703586
0.471429,0.160550,0.871900
0.514285,0.050600,0.513950
0.689796,0.070207,0.439471
0.581633,0.064300,0.759629
0.580952,0.226450,0.773017
0.957143,0.252450,0.409800
0.471429,0.160550,0.871900
0.657143,0.285950,0.274560
0.310204,0.528957,0.840786
0.652381,0.271350,0.829467
0.464286,0.237117,0.879050
0.790476,0.126850,0.864200
0.310204,0.528957,0.840786
0.195238,0.284200,0.701433
0.310204,0.528957,0.840786
0.657143,0.285950,0.274560
0.539286,0.577675,0.430750
0.585714,0.117683,0.740167
0.585714,0.187275,0.803633
0.885714,0.226725,0.811750
0.471429,0.160550,0.871900
0.614286,0.294480,0.742100
0.550000,0.355637,0.794250
0.782857,0.320580,0.714880
0.903571,0.102319,0.755962
0.657143,0.285950,0.274560
0.647619,0.510344,0.969267
0.585714,0.117683,0.740167
0.514286,0.189550,0.558800
0.800000,0.486038,0.518200
0.373810,0.133058,0.878517
0.310204,0.528957,0.840786
0.897959,0.407107,0.391771
0.609524,0.201433,0.967767
0.476190,0.421275,0.893917
0.310204,0.528957,0.840786
0.530953,0.092667,0.343967
0.471429,0.160550,0.871900
0.414285,0.150008,0.835017
0.560000,0.285300,0.802520
0.182143,0.397012,0.801975
0.903571,0.102319,0.755962
0.950000,0.081150,0.686350
0.310204,0.528957,0.840786
0.514285,0.050600,0.513950
0.310204,0.528957,0.840786
0.384127,0.235017,0.889056
0.581633,0.064300,0.759629
0.957143,0.252450,0.409800
0.782857,0.320580,0.714880
0.652381,0.271350,0.829467
0.530953,0.092667,0.343967
0.539286,0.577675,0.430750
0.471429,0.160550,0.871900
0.785714,0.086100,0.751200
0.392857,0.197850,0.728300
0.490476,0.728650,0.675700
0.485714,0.396960,0.884980
0.471429,0.160550,0.871900
0.782857,0.320580,0.714880
0.657143,0.285950,0.274560
0.471429,0.160550,0.871900
0.657143,0.285950,0.274560
0.231429,0.119890,0.533680
0.539286,0.577675,0.430750
0.311428,0.884350,0.564740
0.361224,0.218150,0.964986
0.580952,0.226450,0.773017
0.464286,0.237117,0.879050
0.689796,0.070207,0.439471
0.689796,0.070207,0.439471
0.597143,0.151780,0.624580
0.517857,0.058100,0.947775
0.471429,0.160550,0.871900
0.766667,0.336800,0.528433
0.111429,0.156720,0.877020
0.652381,0.271350,0.829467
0.597143,0.151780,0.624580
0.657143,0.285950,0.274560
0.581633,0.064300,0.759629
0.800000,0.486038,0.518200
0.471429,0.160550,0.871900
0.471429,0.160550,0.871900
0.389286,0.570425,0.647925
0.471429,0.160550,0.871900
0.514285,0.050600,0.513950
0.471429,0.160550,0.871900
0.903571,0.102319,0.755962
0.471429,0.160550,0.871900
0.142857,0.225367,0.757367
0.903571,0.102319,0.755962
0.585714,0.117683,0.740167
0.585714,0.117683,0.740167
0.903571,0.102319,0.755962
0.585714,0.117683,0.740167
0.428571,0.059533,0.880267
0.647619,0.510344,0.969267
0.357143,0.250150,0.894300
0.464286,0.237117,0.879050
0.903571,0.102319,0.755962
0.580952,0.226450,0.773017
0.957143,0.252450,0.409800
0.354286,0.193510,0.931100
0.652381,0.271350,0.829467
0.689796,0.070207,0.439471
0.231429,0.119890,0.533680
0.689796,0.070207,0.439471
0.652381,0.271350,0.829467
0.581633,0.064300,0.759629
0.428571,0.059533,0.880267
0.585714,0.117683,0.740167
0.384127,0.235017,0.889056
0.585714,0.117683,0.740167
0.471429,0.160550,0.871900
0.411904,0.120817,0.703033
0.652381,0.271350,0.829467
0.514285,0.050600,0.513950
0.800000,0.486038,0.518200
0.581633,0.064300,0.759629
0.160000,0.336630,0.712020
0.585714,0.117683,0.740167
0.384127,0.235017,0.889056
0.471429,0.160550,0.871900
0.609524,0.201433,0.967767
0.652381,0.271350,0.829467
0.442857,0.378162,0.961475
0.581633,0.064300,0.759629
0.552381,0.077058,0.551833
0.585714,0.117683,0.740167
0.885714,0.226725,0.811750
0.771428,0.608038,0.707475
0.471429,0.160550,0.871900
0.903571,0.102319,0.755962
0.647619,0.510344,0.969267
0.255102,0.060193,0.931914
0.464286,0.237117,0.879050
0.585714,0.117683,0.740167
0.652381,0.271350,0.829467
0.300000,0.094100,0.679900
0.957143,0.252450,0.409800
0.652381,0.271350,0.829467
0.308572,0.828030,0.640580
0.838776,0.204186,0.454300
0.485714,0.396960,0.884980
0.311428,0.884350,0.564740
0.471429,0.160550,0.871900
0.657143,0.285950,0.274560
0.280952,0.247467,0.685467
0.657143,0.285950,0.274560
0.652381,0.271350,0.829467
0.782857,0.320580,0.714880
0.903571,0.102319,0.755962
0.232143,0.192825,0.879675
0.819048,0.337817,0.708017
0.471429,0.160550,0.871900
0.310204,0.528957,0.840786
0.580952,0.226450,0.773017
0.710714,0.125188,0.886400
0.647619,0.510344,0.969267
0.800000,0.486038,0.518200
0.244643,0.153756,0.839212
0.476190,0.421275,0.893917
0.471429,0.160550,0.871900
0.471429,0.160550,0.871900
0.878571,0.034483,0.944833
0.490476,0.728650,0.675700
0.357143,0.250150,0.894300
0.597143,0.151780,0.624580
0.597143,0.151780,0.624580
0.903571,0.102319,0.755962
0.520000,0.938930,0.668320
0.471429,0.160550,0.871900
0.075000,0.522375,0.808837
0.111429,0.156720,0.877020
0.552381,0.077058,0.551833
0.652381,0.271350,0.829467
0.957143,0.252450,0.409800
0.332653,0.309686,0.654043
0.652381,0.271350,0.829467
0.471429,0.160550,0.871900
0.689796,0.070207,0.439471
0.471429,0.160550,0.871900
0.539286,0.577675,0.430750
0.357143,0.250150,0.894300
0.957143,0.252450,0.409800
0.851020,0.475314,0.746000
0.457143,0.049925,0.585225
0.580952,0.226450,0.773017
0.885714,0.226725,0.811750
0.485714,0.396960,0.884980
0.585714,0.187275,0.803633
0.464286,0.237117,0.879050
0.652381,0.271350,0.829467
0.782857,0.320580,0.714880
0.585714,0.117683,0.740167
0.471429,0.160550,0.871900
0.580952,0.226450,0.773017
0.471429,0.160550,0.871900
0.539286,0.577675,0.430750
0.652381,0.271350,0.829467
0.878571,0.034483,0.944833
0.280952,0.247467,0.685467
0.580952,0.226450,0.773017
0.689796,0.070207,0.439471
0.782857,0.320580,0.714880
0.585714,0.117683,0.740167
0.652381,0.271350,0.829467
0.244643,0.153756,0.839212
0.524490,0.376850,0.819729
0.614286,0.294480,0.742100
0.585714,0.117683,0.740167
0.580952,0.226450,0.773017
0.597143,0.104310,0.680140
0.689796,0.070207,0.439471
0.580952,0.226450,0.773017
0.566667,0.032500,0.850400
0.354286,0.193510,0.931100
0.517857,0.058100,0.947775
0.585714,0.117683,0.740167
0.950000,0.081150,0.686350
0.520000,0.938930,0.668320
0.244643,0.153756,0.839212
0.585714,0.117683,0.740167
0.838776,0.204186,0.454300
0.340000,0.619550,0.798420
0.471429,0.160550,0.871900
0.428571,0.059533,0.880267
0.800000,0.486038,0.518200
0.490476,0.728650,0.675700
0.471429,0.160550,0.871900
0.384127,0.235017,0.889056
0.517857,0.058100,0.947775
0.782857,0.320580,0.714880
0.652381,0.271350,0.829467
0.142857,0.225367,0.757367
0.485714,0.396960,0.884980
0.652381,0.271350,0.829467
0.471429,0.160550,0.871900
0.585714,0.117683,0.740167
0.244643,0.153756,0.839212
0.160000,0.336630,0.712020
0.357143,0.250150,0.894300
0.280952,0.247467,0.685467
0.539286,0.577675,0.430750
0.652381,0.271350,0.829467
0.414285,0.150008,0.835017
0.614286,0.294480,0.742100
0.614286,0.294480,0.742100
0.796429,0.685750,0.739825
0.242857,0.689550,0.928129
0.340000,0.128390,0.814400
0.562857,0.392570,0.390840
0.873810,0.223500,0.694533
0.902857,0.153940,0.895840
0.917143,0.070530,0.688700
0.495238,0.318117,0.945100
0.904762,0.040700,0.905467
0.692857,0.182425,0.690750
0.319048,0.264100,0.845233
0.285714,0.444800,0.797000
0.410714,0.289650,0.639375
0.771429,0.119400,0.744050
0.410714,0.289650,0.639375
0.917143,0.070530,0.688700
0.894286,0.331380,0.602760
0.717143,0.585600,0.509740
0.657143,0.010890,0.659020
0.495238,0.318117,0.945100
0.920000,0.073555,0.475710
0.904762,0.040700,0.905467
0.533929,0.445169,0.785525
0.567857,0.071137,0.847150
0.150000,0.385375,0.799500
0.600000,0.445167,0.830867
0.534286,0.222910,0.692900
0.400000,0.506960,0.867160
0.495238,0.318117,0.945100
0.780953,0.259017,0.690733
0.742857,0.375650,0.680360
0.771429,0.350163,0.598225
0.790476,0.242600,0.826767
0.657143,0.235933,0.837800
0.562857,0.392570,0.390840
0.904762,0.040700,0.905467
0.495238,0.318117,0.945100
0.350000,0.062750,0.722150
0.920000,0.073555,0.475710
0.340000,0.128390,0.814400
0.321429,0.237550,0.778400
0.553571,0.386475,0.898425
0.354762,0.388383,0.752167
0.562857,0.392570,0.390840
0.567857,0.071137,0.847150
0.917143,0.070530,0.688700
0.917143,0.070530,0.688700
0.917143,0.070530,0.688700
0.780953,0.259017,0.690733
0.920000,0.073555,0.475710
0.476190,0.129933,0.748367
0.028571,0.001250,0.689900
0.917143,0.070530,0.688700
0.950000,0.837350,0.507350
0.054762,0.200433,0.922317
0.350000,0.062750,0.722150
0.534286,0.222910,0.692900
0.450000,0.469375,0.748512
0.562857,0.392570,0.390840
0.557143,0.056936,0.819771
0.366667,0.352100,0.480933
0.534286,0.222910,0.692900
0.533929,0.445169,0.785525
0.350000,0.062750,0.722150
0.321429,0.237550,0.778400
0.562857,0.392570,0.390840
0.439286,0.054800,0.656775
0.028571,0.001250,0.689900
0.790476,0.242600,0.826767
0.588095,0.203025,0.936617
0.350000,0.062750,0.722150
0.285714,0.444800,0.797000
0.742857,0.375650,0.680360
0.557143,0.056936,0.819771
0.195238,0.282450,0.930167
0.350000,0.062750,0.722150
0.866667,0.402150,0.948533
0.350000,0.395225,0.921225
0.285714,0.444800,0.797000
0.495238,0.318117,0.945100
0.562857,0.392570,0.390840
0.692857,0.182425,0.690750
0.657143,0.235933,0.837800
0.562857,0.392570,0.390840
0.742857,0.375650,0.680360
0.366666,0.332433,0.903400
0.560714,0.667500,0.612525
0.476190,0.386783,0.636650
0.567857,0.071137,0.847150
0.657143,0.185950,0.700420
0.410714,0.289650,0.639375
0.366666,0.332433,0.903400
0.785714,0.067075,0.589608
0.562857,0.392570,0.390840
0.366667,0.352100,0.480933
0.657143,0.010890,0.659020
0.917143,0.070530,0.688700
0.821428,0.151500,0.788800
0.242857,0.689550,0.928129
0.797619,0.313658,0.822717
0.866667,0.402150,0.948533
0.917143,0.070530,0.688700
0.476190,0.129933,0.748367
0.495238,0.318117,0.945100
0.439286,0.054800,0.656775
0.410714,0.289650,0.639375
0.728571,0.199300,0.903300
0.692857,0.182425,0.690750
0.904762,0.040700,0.905467
0.920000,0.073555,0.475710
0.923809,0.404350,0.817033
0.410714,0.289650,0.639375
0.350000,0.395225,0.921225
0.388889,0.195367,0.774589
0.557143,0.056936,0.819771
0.366666,0.332433,0.903400
0.466667,0.698850,0.630867
0.742857,0.375650,0.680360
0.692857,0.182425,0.690750
0.410714,0.289650,0.639375
0.562857,0.392570,0.390840
0.692857,0.182425,0.690750
0.894286,0.331380,0.602760
0.562857,0.392570,0.390840
0.495238,0.318117,0.945100
0.920000,0.073555,0.475710
0.917143,0.070530,0.688700
0.780953,0.259017,0.690733
0.904762,0.040700,0.905467
0.771429,0.350163,0.598225
0.700000,0.332300,0.207657
0.797619,0.313658,0.822717
0.917143,0.070530,0.688700
0.402041,0.504800,0.940071
0.562857,0.392570,0.390840
0.495238,0.318117,0.945100
0.028571,0.001250,0.689900
0.495238,0.318117,0.945100
0.780953,0.259017,0.690733
0.495238,0.318117,0.945100
0.514286,0.129536,0.563371
0.904762,0.040700,0.905467
0.796429,0.685750,0.739825
0.400000,0.506960,0.867160
0.821428,0.151500,0.788800
0.366666,0.332433,0.903400
0.495238,0.318117,0.945100
0.585714,0.149500,0.401900
0.562857,0.392570,0.390840
0.896428,0.182612,0.928775
0.562857,0.392570,0.390840
0.533929,0.445169,0.785525
0.534286,0.222910,0.692900
0.917143,0.070530,0.688700
0.562857,0.392570,0.390840
0.562857,0.392570,0.390840
0.560714,0.667500,0.612525
0.692857,0.182425,0.690750
0.534286,0.222910,0.692900
0.657143,0.010890,0.659020
0.342857,0.082617,0.783833
0.771429,0.119400,0.744050
0.917143,0.070530,0.688700
0.780953,0.259017,0.690733
0.414286,0.081930,0.641740
0.473016,0.645611,0.818244
0.560714,0.667500,0.612525
0.628571,0.138150,0.624525
0.278571,0.097063,0.589875
0.350000,0.395225,0.921225
0.562857,0.392570,0.390840
0.657143,0.185950,0.700420
0.285714,0.444800,0.797000
0.780953,0.259017,0.690733
0.410714,0.289650,0.639375
0.780953,0.259017,0.690733
0.917143,0.070530,0.688700
0.580000,0.194770,0.666080
0.923809,0.404350,0.817033
0.917143,0.070530,0.688700
0.651020,0.272836,0.896700
0.894286,0.331380,0.602760
0.321429,0.237550,0.778400
0.540000,0.478870,0.653440
0.920000,0.073555,0.475710
0.917143,0.070530,0.688700
0.350000,0.395225,0.921225
0.600000,0.445167,0.830867
0.541072,0.600969,0.393638
0.350000,0.395225,0.921225
0.466667,0.698850,0.630867
0.588095,0.203025,0.936617
0.410714,0.289650,0.639375
0.557143,0.056936,0.819771
0.771429,0.350163,0.598225
0.414286,0.081930,0.641740
0.710204,0.121921,0.482157
0.600000,0.445167,0.830867
0.410714,0.289650,0.639375
0.562857,0.392570,0.390840
0.600000,0.445167,0.830867
0.350000,0.062750,0.722150
0.917143,0.070530,0.688700
0.771429,0.350163,0.598225
0.771429,0.350163,0.598225
0.410714,0.289650,0.639375
0.647619,0.396283,0.767367
0.495238,0.318117,0.945100
0.410714,0.289650,0.639375
0.717143,0.585600,0.509740
0.534286,0.222910,0.692900
0.742857,0.375650,0.680360
0.319048,0.264100,0.845233
0.392857,0.726300,0.860267
0.536735,0.105764,0.862186
0.562857,0.392570,0.390840
0.562857,0.392570,0.390840
0.473016,0.645611,0.818244
0.285714,0.444800,0.797000
0.414286,0.081930,0.641740
0.821428,0.151500,0.788800
0.894286,0.331380,0.602760
0.562857,0.392570,0.390840
0.562857,0.392570,0.390840
0.410714,0.289650,0.639375
0.495238,0.318117,0.945100
0.285714,0.444800,0.797000
0.195238,0.282450,0.930167
0.896428,0.182612,0.928775
0.562857,0.392570,0.390840
0.562857,0.392570,0.390840
0.585714,0.149500,0.401900
0.562857,0.392570,0.390840
0.536735,0.105764,0.862186
0.495238,0.318117,0.945100
0.790476,0.242600,0.826767
0.350000,0.395225,0.921225
0.710204,0.121921,0.482157
0.917143,0.070530,0.688700
0.821428,0.151500,0.788800
0.536735,0.105764,0.862186
0.796429,0.685750,0.739825
0.917143,0.070530,0.688700
0.657143,0.185950,0.700420
0.780953,0.259017,0.690733
0.896428,0.182612,0.928775
0.285714,0.444800,0.797000
0.588095,0.203025,0.936617
0.534286,0.222910,0.692900
0.410714,0.289650,0.639375
0.397143,0.454590,0.762140
0.534286,0.222910,0.692900
0.247619,0.726650,0.634667
0.742857,0.375650,0.680360
0.557143,0.056936,0.819771
0.495238,0.318117,0.945100
0.562857,0.392570,0.390840
0.592857,0.116058,0.898967
0.796429,0.685750,0.739825
0.742857,0.375650,0.680360
0.562857,0.392570,0.390840
0.797619,0.313658,0.822717
0.495238,0.318117,0.945100
0.495238,0.318117,0.945100
0.945238,0.092033,0.909983
0.037143,0.530500,0.787000
0.319048,0.264100,0.845233
0.728571,0.199300,0.903300
0.562857,0.392570,0.390840
0.495238,0.318117,0.945100
0.562857,0.392570,0.390840
0.410714,0.289650,0.639375
0.728571,0.199300,0.903300
0.495238,0.318117,0.945100
0.545714,0.835280,0.886220
0.917143,0.070530,0.688700
0.742857,0.375650,0.680360
0.285714,0.444800,0.797000
0.439286,0.054800,0.656775
0.726531,0.079364,0.441271
0.780953,0.259017,0.690733
0.742857,0.375650,0.680360
0.557143,0.056936,0.819771
0.350000,0.062750,0.722150
0.567857,0.071137,0.847150
0.780953,0.259017,0.690733
0.410714,0.289650,0.639375
0.388889,0.195367,0.774589
0.790476,0.242600,0.826767
0.917143,0.070530,0.688700
0.585714,0.149500,0.401900
0.923809,0.404350,0.817033
0.761429,0.124825,0.592400
0.414286,0.081930,0.641740
0.920000,0.073555,0.475710
0.717143,0.585600,0.509740
0.414286,0.081930,0.641740
0.557143,0.056936,0.819771
0.803175,0.068589,0.360211
0.495238,0.318117,0.945100
0.562857,0.392570,0.390840
0.657143,0.185950,0.700420
0.410714,0.289650,0.639375
0.557143,0.056936,0.819771
0.796429,0.685750,0.739825
0.657143,0.185950,0.700420
0.350000,0.062750,0.722150
0.340000,0.128390,0.814400
0.495238,0.318117,0.945100
0.534286,0.222910,0.692900
0.533929,0.445169,0.785525
0.920000,0.073555,0.475710
0.410714,0.289650,0.639375
0.567857,0.071137,0.847150
0.410714,0.289650,0.639375
0.567857,0.071137,0.847150
0.896428,0.182612,0.928775
0.917143,0.070530,0.688700
0.710204,0.121921,0.482157
0.710204,0.121921,0.482157
0.476190,0.129933,0.748367
0.600000,0.445167,0.830867
0.495238,0.318117,0.945100
0.364286,0.977325,0.708500
0.077143,0.534490,0.865000
0.562857,0.392570,0.390840
0.476190,0.129933,0.748367
0.557143,0.056936,0.819771
0.742857,0.375650,0.680360
0.495238,0.318117,0.945100
0.821428,0.151500,0.788800
0.350000,0.395225,0.921225
0.785714,0.067075,0.589608
0.514286,0.129536,0.563371
0.319048,0.264100,0.845233
0.585714,0.149500,0.401900
0.557143,0.056936,0.819771
0.534286,0.222910,0.692900
0.085714,0.042875,0.691800
0.495238,0.318117,0.945100
0.692857,0.182425,0.690750
0.950000,0.837350,0.507350
0.796429,0.685750,0.739825
0.785714,0.327950,0.754700
0.821428,0.151500,0.788800
0.410714,0.289650,0.639375
0.742857,0.375650,0.680360
0.285714,0.444800,0.797000
0.410714,0.289650,0.639375
0.495238,0.318117,0.945100
0.562857,0.392570,0.390840
0.923809,0.404350,0.817033
0.821428,0.151500,0.788800
0.350000,0.062750,0.722150
0.904762,0.040700,0.905467
0.562857,0.392570,0.390840
0.780953,0.259017,0.690733
0.534286,0.222910,0.692900
0.771429,0.119400,0.744050
0.410714,0.289650,0.639375
0.285714,0.444800,0.797000
0.917143,0.070530,0.688700
0.821428,0.151500,0.788800
0.414286,0.081930,0.641740
0.562857,0.392570,0.390840
0.562857,0.392570,0.390840
0.410714,0.289650,0.639375
0.657143,0.235933,0.837800
0.917143,0.070530,0.688700
0.495238,0.318117,0.945100
0.780953,0.259017,0.690733
0.842857,0.183600,0.707033
0.531428,0.611670,0.700840
0.534286,0.222910,0.692900
0.780953,0.259017,0.690733
0.796429,0.685750,0.739825
0.719047,0.720300,0.936400
0.505357,0.923900,0.822037
0.536735,0.105764,0.862186
0.562857,0.392570,0.390840
0.135714,0.068187,0.973300
0.350000,0.062750,0.722150
0.414286,0.081930,0.641740
0.557143,0.056936,0.819771
0.904762,0.040700,0.905467
0.657143,0.185950,0.700420
0.562857,0.392570,0.390840
0.402041,0.504800,0.940071
0.742857,0.375650,0.680360
0.495238,0.318117,0.945100
0.600000,0.445167,0.830867
0.350000,0.395225,0.921225
0.037143,0.530500,0.787000
0.585714,0.149500,0.401900
0.350000,0.395225,0.921225
0.450000,0.103000,0.529900
0.742857,0.375650,0.680360
0.366666,0.332433,0.903400
0.692857,0.182425,0.690750
0.692857,0.182425,0.690750
0.721429,0.291175,0.956000
0.414285,0.080829,0.599914
0.267857,0.443975,0.645075
0.392857,0.142738,0.830475
0.575000,0.086144,0.721662
0.721429,0.291175,0.956000
0.502381,0.462683,0.919050
0.392857,0.125319,0.828512
0.502381,0.462683,0.919050
0.721429,0.291175,0.956000
0.380000,0.187590,0.944900
0.690476,0.382183,0.816833
0.592857,0.322167,0.808183
0.721429,0.291175,0.956000
0.374286,0.339570,0.892980
0.873016,0.229511,0.743000
0.575000,0.086144,0.721662
0.597619,0.099208,0.929017
0.946429,0.039050,0.950975
0.502381,0.462683,0.919050
0.528571,0.508267,0.746733
0.575000,0.086144,0.721662
0.654762,0.716667,0.846667
0.857143,0.250475,0.878025
0.047619,0.105100,0.628333
0.528571,0.508267,0.746733
0.667857,0.750638,0.720875
0.490476,0.848067,0.972617
0.602857,0.036400,0.937200
0.721429,0.291175,0.956000
0.695918,0.168657,0.921857
0.392857,0.125319,0.828512
0.502381,0.462683,0.919050
0.857143,0.250475,0.878025
0.387302,0.683289,0.667600
0.502381,0.462683,0.919050
0.558929,0.066144,0.670288
0.311111,0.393644,0.775956
0.528571,0.508267,0.746733
0.311111,0.393644,0.775956
0.047619,0.105100,0.628333
0.502381,0.462683,0.919050
0.517857,0.159238,0.847175
0.721429,0.291175,0.956000
0.690476,0.382183,0.816833
0.857143,0.250475,0.878025
0.502381,0.462683,0.919050
0.721429,0.291175,0.956000
0.575000,0.086144,0.721662
0.690476,0.382183,0.816833
0.414285,0.080829,0.599914
0.414285,0.080829,0.599914
0.807142,0.505025,0.754800
0.557143,0.830400,0.514200
0.267857,0.443975,0.645075
0.267857,0.443975,0.645075
0.690476,0.382183,0.816833
0.632143,0.567063,0.803900
0.414286,0.397800,0.670833
0.685715,0.090450,0.848650
0.300000,0.028175,0.528500
0.392857,0.125319,0.828512
0.392857,0.125319,0.828512
0.267857,0.443975,0.645075
0.267857,0.443975,0.645075
0.685714,0.293800,0.672733
